,author,title,sentence,sentence_nr,words,kind
1955,"Christie, Agatha",The Mysterious Affair at Styles,John was so kind as to break that to me this morning,3729,John Cavendish,person
1956,"Christie, Agatha",The Mysterious Affair at Styles,Apparently he is a German spy so the gardener had told John,3734,John Cavendish,person
1957,"Christie, Agatha",The Mysterious Affair at Styles,Would you mind movingthank you Arthur Hastings,3740,Arthur Hastings,person
1958,"Christie, Agatha",The Mysterious Affair at Styles,Would you mind movingthank you Arthur Hastings,3740,Arthur Hastings,person
1959,"Christie, Agatha",The Mysterious Affair at Styles,Poirot did not make his appearance the following morning and there was no sign of the Scotland Yard men,3744,Scotland,location
1960,"Christie, Agatha",The Mysterious Affair at Styles,Poirot did not make his appearance the following morning and there was no sign of the Scotland Yard men,3744,Hercule Poirot,person
1961,"Christie, Agatha",The Mysterious Affair at Styles,We had vainly tried to trace the fourth letter which Mrs Inglethorp had written on the evening preceding her death,3746,Mrs Inglethorp,person
1963,"Christie, Agatha",The Mysterious Affair at Styles,And this is just what did happen in the shape of a communication which arrived by the second post from a firm of French music publishers acknowledging Mrs Inglethorps cheque and regretting they had been unable to trace a certain series of Russian folksongs,3748,Mrs Inglethorp,person
1965,"Christie, Agatha",The Mysterious Affair at Styles,And this is just what did happen in the shape of a communication which arrived by the second post from a firm of French music publishers acknowledging Mrs Inglethorps cheque and regretting they had been unable to trace a certain series of Russian folksongs,3748,Russia,location
1966,"Christie, Agatha",The Mysterious Affair at Styles,So the last hope of solving the mystery by means of Mrs Inglethorps correspondence on the fatal evening had to be abandoned,3749,Mrs Inglethorp,person
1968,"Christie, Agatha",The Mysterious Affair at Styles,Just before tea I strolled down to tell Poirot of the new disappointment but found to my annoyance that he was once more out,3750,Hercule Poirot,person
1969,"Christie, Agatha",The Mysterious Affair at Styles,Gone to London again  Oh no monsieur he has but taken the train to Tadminster,3751,London,location
1971,"Christie, Agatha",The Mysterious Affair at Styles,But on the following day no sign of Poirot,3758,Hercule Poirot,person
1972,"Christie, Agatha",The Mysterious Affair at Styles,After lunch Lawrence drew me aside and asked if I was going down to see him,3761,Lawrence Cavendish,person
1973,"Christie, Agatha",The Mysterious Affair at Styles,He can come up here if he wants to see us  Oh Lawrence looked indeterminate,3763,Lawrence Cavendish,person
1975,"Christie, Agatha",The Mysterious Affair at Styles,I had almost forgotten that enigmatical message of Poirots but now my curiosity was aroused afresh,3769,Hercule Poirot,person
1976,"Christie, Agatha",The Mysterious Affair at Styles,Lawrence would say no more so I decided that I would descend from my high horse and once more seek out Poirot at Leastways Cottage,3770,Lawrence Cavendish,person
1977,"Christie, Agatha",The Mysterious Affair at Styles,Lawrence would say no more so I decided that I would descend from my high horse and once more seek out Poirot at Leastways Cottage,3770,Leastways Cottage,location
1978,"Christie, Agatha",The Mysterious Affair at Styles,Lawrence would say no more so I decided that I would descend from my high horse and once more seek out Poirot at Leastways Cottage,3770,Hercule Poirot,person
1979,"Christie, Agatha",The Mysterious Affair at Styles,Monsieur Poirot was within,3772,Hercule Poirot,person
1981,"Christie, Agatha",The Mysterious Affair at Styles,Poirot was sitting by the table his head buried in his hands,3775,Hercule Poirot,person
1982,"Christie, Agatha",The Mysterious Affair at Styles,But to my great surprise Poirot nodded gravely,3784,Hercule Poirot,person
1983,"Christie, Agatha",The Mysterious Affair at Styles,To speak or not to speak as your so great Shakespeare says that is the question,3785,Shakespeare,person
1984,"Christie, Agatha",The Mysterious Affair at Styles,You are not serious Poirot  I am of the most serious,3787,Hercule Poirot,person
1985,"Christie, Agatha",The Mysterious Affair at Styles,The moment has come said Poirot thoughtfully and I do not know what to do,3791,Hercule Poirot,person
1986,"Christie, Agatha",The Mysterious Affair at Styles,No one but I Hercule Poirot would attempt it,3793,Hercule Poirot,person
1987,"Christie, Agatha",The Mysterious Affair at Styles,After pausing a few minutes respectfully so as not to spoil his effect I gave him Lawrences message,3796,Lawrence Cavendish,person
1988,"Christie, Agatha",The Mysterious Affair at Styles,He has more intelligence than would appear this longfaced Monsieur Lawrence of yours,3800,Lawrence Cavendish,person
1989,"Christie, Agatha",The Mysterious Affair at Styles,He has more intelligence than would appear this longfaced Monsieur Lawrence of yours,3800,Monsieur Lawrence,person
1990,"Christie, Agatha",The Mysterious Affair at Styles,I did not myself think very highly of Lawrences intelligence but I forebore to contradict Poirot and gently took him to task for forgetting my instructions as to which were Cynthias days off,3801,Lawrence Cavendish,person
1991,"Christie, Agatha",The Mysterious Affair at Styles,I did not myself think very highly of Lawrences intelligence but I forebore to contradict Poirot and gently took him to task for forgetting my instructions as to which were Cynthias days off,3801,Cynthia Murdoch,person
1992,"Christie, Agatha",The Mysterious Affair at Styles,I did not myself think very highly of Lawrences intelligence but I forebore to contradict Poirot and gently took him to task for forgetting my instructions as to which were Cynthias days off,3801,Hercule Poirot,person
1993,"Christie, Agatha",The Mysterious Affair at Styles,She was sorry for my disappointment and showed me everything in the kindest way  Oh well thats all right then and you must go to tea with Cynthia another day,3805,Cynthia Murdoch,person
1994,"Christie, Agatha",The Mysterious Affair at Styles,Poirot nodded and gently taking the photographs from me locked them up again,3826,Hercule Poirot,person
1995,"Christie, Agatha",The Mysterious Affair at Styles,No 1 were the fingerprints of Monsieur Lawrence,3828,Lawrence Cavendish,person
1996,"Christie, Agatha",The Mysterious Affair at Styles,No 1 were the fingerprints of Monsieur Lawrence,3828,Monsieur Lawrence,person
1997,"Christie, Agatha",The Mysterious Affair at Styles,No 2 were those of Mademoiselle Cynthia,3829,Cynthia Murdoch,person
1999,"Christie, Agatha",The Mysterious Affair at Styles,I merely obtained them for comparison,3831,Paris,location
2000,"Christie, Agatha",The Mysterious Affair at Styles,Photo No 3 represents the highly magnified surface of a tiny bottle in the top poison cupboard of the dispensary in the Red Cross Hospital at Tadminsterwhich sounds like the house that Jack built  Good heavens,3840,Jack,person
2001,"Christie, Agatha",The Mysterious Affair at Styles,But what were Lawrence Cavendishs fingermarks doing on it,3842,Lawrence Cavendish,person
2002,"Christie, Agatha",The Mysterious Affair at Styles,But what were Lawrence Cavendishs fingermarks doing on it,3842,Lawrence Cavendish,person
2003,"Christie, Agatha",The Mysterious Affair at Styles,Poirot shook his head,3845,Hercule Poirot,person
2004,"Christie, Agatha",The Mysterious Affair at Styles,There was a moment when you could not have been all together or it would not have been necessary to call to Monsieur Lawrence to come and join you on the balcony,3847,Lawrence Cavendish,person
2005,"Christie, Agatha",The Mysterious Affair at Styles,There was a moment when you could not have been all together or it would not have been necessary to call to Monsieur Lawrence to come and join you on the balcony,3847,Monsieur Lawrence,person
2006,"Christie, Agatha",The Mysterious Affair at Styles,Long enough for what  Poirots smile became rather enigmatical,3851,Hercule Poirot,person
2007,"Christie, Agatha",The Mysterious Affair at Styles,Poirots were pleasantly vague,3854,Hercule Poirot,person
2008,"Christie, Agatha",The Mysterious Affair at Styles,Poirot I said what was in this particular little bottle,3857,Hercule Poirot,person
2009,"Christie, Agatha",The Mysterious Affair at Styles,Poirot looked out of the window,3858,Hercule Poirot,person
2010,"Christie, Agatha",The Mysterious Affair at Styles,I dropped my hat from the balcony explained Poirot simply,3870,Hercule Poirot,person
2011,"Christie, Agatha",The Mysterious Affair at Styles,Visitors were not permitted below at that hour so in spite of my many apologies Mademoiselle Cynthias colleague had to go down and fetch it for me,3871,Cynthia Murdoch,person
2013,"Christie, Agatha",The Mysterious Affair at Styles,I merely realized that it was possible from your story for Monsieur Lawrence to go to the poison cupboard,3873,Lawrence Cavendish,person
2014,"Christie, Agatha",The Mysterious Affair at Styles,I merely realized that it was possible from your story for Monsieur Lawrence to go to the poison cupboard,3873,Monsieur Lawrence,person
2015,"Christie, Agatha",The Mysterious Affair at Styles,Poirot I said your gaiety does not deceive me,3875,Hercule Poirot,person
2016,"Christie, Agatha",The Mysterious Affair at Styles,I do not know said Poirot,3877,Hercule Poirot,person
2017,"Christie, Agatha",The Mysterious Affair at Styles,There was strychnine in Mrs Inglethorps tonic,3881,Mrs Inglethorp,person
2019,"Christie, Agatha",The Mysterious Affair at Styles,There is the strychnine sold across the counter at Styles St Mary by Mace,3882,Mary Cavendish,person
2020,"Christie, Agatha",The Mysterious Affair at Styles,There is the strychnine sold across the counter at Styles St Mary by Mace,3882,Styles St,location
2021,"Christie, Agatha",The Mysterious Affair at Styles,There is the strychnine sold across the counter at Styles St Mary by Mace,3882,Styles,location
2022,"Christie, Agatha",The Mysterious Affair at Styles,There is the strychnine sold across the counter at Styles St Mary by Mace,3882,Styles St Mary,location
2023,"Christie, Agatha",The Mysterious Affair at Styles,There is a lady below asking for Arthur Hastings,3886,Arthur Hastings,person
2024,"Christie, Agatha",The Mysterious Affair at Styles,There is a lady below asking for Arthur Hastings,3886,Arthur Hastings,person
2025,"Christie, Agatha",The Mysterious Affair at Styles,Poirot followed me down the narrow stairs,3889,Hercule Poirot,person
2026,"Christie, Agatha",The Mysterious Affair at Styles,Mary Cavendish was standing in the doorway,3890,Mary Cavendish,person
2027,"Christie, Agatha",The Mysterious Affair at Styles,Mary Cavendish was standing in the doorway,3890,Mary Cavendish,person
2028,"Christie, Agatha",The Mysterious Affair at Styles,I have been visiting an old woman in the village she explained and as Lawrence told me you were with Monsieur Poirot I thought I would call for you,3891,Lawrence Cavendish,person
2029,"Christie, Agatha",The Mysterious Affair at Styles,I have been visiting an old woman in the village she explained and as Lawrence told me you were with Monsieur Poirot I thought I would call for you,3891,Hercule Poirot,person
2030,"Christie, Agatha",The Mysterious Affair at Styles,I have been visiting an old woman in the village she explained and as Lawrence told me you were with Monsieur Poirot I thought I would call for you,3891,Hercule Poirot,person
